num_listings,median_price
45,30.0
1,15.0
7,60.0
17,28.0
9,60.0
13,40.0
20,10.0
13,63.95
1,148.99
0,0.0
9,55.0
18,192.5
6,60.0
7,125.0
18,10.0
9,50.0
9,140.0
12,27.744999999999997
11,20.0
11,200.0
8,26.229999999999997
